Operation,PPG,Objective,Planningyear,OLBudgetImpact,AOLBudgetImpact,CompBudgetImpact,ImpactIndicator,Baseline,TargetOL,TargetOP,MYR,YER,Standard,Output,OLBudgetPer,AOLBudgetPer,CompBudgetPer,PerformanceIndicator,TargetOLPer,TargetOPPer,MYRPer,YERPer
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),Population has optimal access to education,2014,"1,466,628.63","700,000.00","2,166,628.63",% of primary school-aged children enrolled in primary education,60.0,60.0,70.0,,,100.0,,,,,,,,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),Population has optimal access to education,2014,"1,466,628.63","700,000.00","2,166,628.63",% of secondary school-aged young people enrolled in secondary education,50.0,60.0,70.0,,,80.0,,,,,,,,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2014,,,,,,,,,,,Access to tertiary education provided or supported,"334,021.44",0.00,"334,021.44",# of PoC who receive tertiary education scholarships,84.0,84.0,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2014,,,,,,,,,,,Capacity development supported,"236,521.44",0.00,"236,521.44",# of teachers who received supplementary training,100.0,300.0,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained",0.00,"700,000.00","700,000.00",# of educational facilities constructed or improved,,4.0,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2014,,,,,,,,,,,Primary education provided or supported,"336,521.44",0.00,"336,521.44",# of PoC enrolled in accelerated learning programmes,"1,000.0","2,000.0",,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2014,,,,,,,,,,,Sectoral cash grants or vouchers provided,"523,042.87",0.00,"523,042.87",# of households receiving conditional cash grants or vouchers for education,"3,000.0","3,000.0",,
Tajikistan,Refugees and asylum seekers,Population has optimal access to education,2014,"80,384.94",0.00,"80,384.94",% of primary school-aged children enrolled in primary education,95.0,100.0,100.0,,,100.0,,,,,,,,,
Tajikistan,Refugees and asylum seekers,,2014,,,,,,,,,,,Primary education provided or supported,"80,384.94",0.00,"80,384.94",# of children enrolled in primary education,100.0,100.0,,
Tanzania,Refugees in camps and asylum-seekers,Population has optimal access to education,2014,"683,834.06","463,787.16","1,147,621.22",% of primary school-aged children enrolled in primary education,98.0,98.0,100.0,,,100.0,,,,,,,,,
Tanzania,Refugees in camps and asylum-seekers,Population has optimal access to education,2014,"683,834.06","463,787.16","1,147,621.22",% of secondary school-aged young people enrolled in secondary education,61.0,65.0,80.0,,,80.0,,,,,,,,,
Tanzania,Refugees in camps and asylum-seekers,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,0.00,"169,426.08","169,426.08",# of children per teacher,,40.0,,
Tanzania,Refugees in camps and asylum-seekers,,2014,,,,,,,,,,,Primary education provided or supported,"386,119.53","59,713.04","445,832.57",# of children enrolled in primary education,"20,000.0","20,000.0",,
Tanzania,Refugees in camps and asylum-seekers,,2014,,,,,,,,,,,Secondary education provided or supported,"297,714.53","234,648.04","532,362.57",# of students enrolled in lower secondary education,"6,000.0","10,000.0",,
Tanzania,Refugees in camps and asylum-seekers,,2014,,,,,,,,,,,Secondary education provided or supported,"297,714.53","234,648.04","532,362.57",# of students enrolled in upper secondary education,"3,000.0","4,000.0",,
Thailand,Myanmar refugees in border camps,Population has optimal access to education,2014,0.00,"213,672.62","213,672.62",% of persons of concern aged 15-59 who are literate (survey),0.0,,6.0,,,80.0,,,,,,,,,
Thailand,Myanmar refugees in border camps,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,0.00,"213,672.62","213,672.62",# of PoC enrolled in language classes,,"3,000.0",,
Thailand,Refugees and asylum seekers in urban areas in Thailand,Population has optimal access to education,2014,"446,246.65","107,586.56","553,833.21",% of primary school-aged children enrolled in primary education,38.0,50.0,70.0,,,100.0,,,,,,,,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,Population has optimal access to education,2014,"446,246.65","107,586.56","553,833.21",% of secondary school-aged young people enrolled in secondary education,13.0,15.0,20.0,,,80.0,,,,,,,,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,Population has optimal access to education,2014,"446,246.65","107,586.56","553,833.21",Extent persons of concern have access to national education systems,30.0,30.0,40.0,,,80.0,,,,,,,,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"262,897.55","69,195.52","332,093.07",# of education programmes with life skills initiatives,1.0,2.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2014,,,,,,,,,,,Primary education provided or supported,"112,674.55","29,195.52","141,870.07",# of children enrolled in primary education,435.0,600.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2014,,,,,,,,,,,Primary education provided or supported,"112,674.55","29,195.52","141,870.07",# of children enrolled in primary education in the correct grade for their age,300.0,400.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2014,,,,,,,,,,,Primary education provided or supported,"112,674.55","29,195.52","141,870.07",# of PoC enrolled in accelerated learning programmes,530.0,696.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2014,,,,,,,,,,,Secondary education provided or supported,"70,674.55","9,195.52","79,870.07",# of students enrolled in lower secondary education,40.0,55.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2014,,,,,,,,,,,Secondary education provided or supported,"70,674.55","9,195.52","79,870.07",# of students enrolled in lower secondary education in the correct grade for their age,30.0,40.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2014,,,,,,,,,,,Secondary education provided or supported,"70,674.55","9,195.52","79,870.07",# of students enrolled in upper secondary education,8.0,14.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2014,,,,,,,,,,,Secondary education provided or supported,"70,674.55","9,195.52","79,870.07",# of students enrolled in upper secondary education in the correct grade for their age,4.0,8.0,,
Tunisia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"152,763.93","59,191.71","211,955.64",% of primary school-aged children enrolled in primary education,80.0,,100.0,,,100.0,,,,,,,,,
Tunisia,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Primary education provided or supported,"152,763.93","59,191.71","211,955.64",# of children enrolled in primary education,,30.0,,
Turkey,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"503,389.79","1,273,699.23","1,777,089.02",% of primary school-aged children enrolled in primary education,60.0,65.0,70.0,,,100.0,,,,,,,,,
Turkey,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"503,389.79","1,273,699.23","1,777,089.02",Extent persons of concern have access to national education systems,60.0,70.0,80.0,,,80.0,,,,,,,,,
Turkey,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Advocacy conducted,0.00,"117,292.82","117,292.82",Strategy to promote admission of PoC to national education system established (yes/no),,100.0,,
Turkey,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Primary education provided or supported,"503,389.79","1,156,406.41","1,659,796.20",# of children enrolled in primary education,"5,698.0","6,512.0",,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",Population has optimal access to education,2014,"1,817,180.48","1,242,985.79","3,060,166.27",% of primary school-aged children enrolled in primary education,82.8,100.0,100.0,,,100.0,,,,,,,,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Early childhood education provided or supported,"118,226.98","113,887.97","232,114.95",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,20.0,30.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Involvement of key stakeholders promoted,"43,180.08","98,878.58","142,058.66",% of schools with a functioning School Management Committee/Parent-Teacher Association,100.0,100.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Involvement of key stakeholders promoted,"43,180.08","98,878.58","142,058.66",% of schools with a functioning student council (primary and secondary),100.0,100.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Measures to promote girls' education promoted,"43,180.08","98,878.58","142,058.66",# of measures in place to facilitate women and girls' access to education,5.0,10.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Measures to promote girls' education promoted,"43,180.08","98,878.58","142,058.66",# of measures in place to increase the number of female teachers with professional teaching qualifications,5.0,10.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Measures to promote girls' education promoted,"43,180.08","98,878.58","142,058.66",% of girls in grade 3 who transition to grade 4,90.0,100.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Primary education provided or supported,"1,353,034.27","597,940.50","1,950,974.77",# of children enrolled in primary education,"34,535.0","36,838.0",,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Secondary education provided or supported,"259,559.07","333,400.16","592,959.23",# of students enrolled in lower secondary education,"2,631.0","2,807.0",,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2014,,,,,,,,,,,Secondary education provided or supported,"259,559.07","333,400.16","592,959.23",# of students enrolled in upper secondary education,"1,316.0","1,403.0",,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,Population has optimal access to education,2014,"110,484.61","76,680.84","187,165.45",% of primary school-aged children enrolled in primary education,84.7,85.0,100.0,,,100.0,,,,,,,,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2014,,,,,,,,,,,Early childhood education provided or supported,"37,231.05","8,321.66","45,552.71",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,10.0,15.0,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"73,253.56","68,359.18","141,612.74",# of children per teacher,55.0,45.0,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"73,253.56","68,359.18","141,612.74",# of teachers with professional teaching qualifications,116.0,150.0,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"73,253.56","68,359.18","141,612.74",% of primary school graduates (successful completion of final grade),30.0,75.0,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"73,253.56","68,359.18","141,612.74",% of schools with a textbook ratio for students within national norms and at a maximum 3:1,10.0,50.0,,
Uganda,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"214,825.91","349,091.62","563,917.53",% of primary school-aged children enrolled in primary education,81.6,81.6,90.0,,,100.0,,,,,,,,,
Uganda,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"214,825.91","349,091.62","563,917.53",Extent persons of concern have access to national education systems,78.0,81.0,89.0,,,80.0,,,,,,,,,
Uganda,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Early childhood education provided or supported,"22,318.36","10,308.89","32,627.25",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,25.0,50.0,,
Uganda,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,0.00,"20,617.75","20,617.75",% of primary school graduates (successful completion of final grade),,85.0,,
Uganda,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Primary education provided or supported,"147,870.83","147,547.20","295,418.03",# of children enrolled in primary education,"7,211.0","7,948.0",,
Uganda,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Primary education provided or supported,"147,870.83","147,547.20","295,418.03",# of children enrolled in primary education in the correct grade for their age,"5,408.0","5,961.0",,
Uganda,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"22,318.36","160,308.89","182,627.25",# of students enrolled in lower secondary education,100.0,200.0,,
Uganda,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Use of technology in education service provision expanded,"22,318.36","10,308.89","32,627.25",# of schools that have received support for technology maintenance,10.0,85.0,,
United States of America,Displaced Haitians - January 2010 earthquake,Population has optimal access to education,2014,"29,166.66","206,670.36","235,837.02",Extent persons of concern have access to national education systems,15.0,20.0,35.0,,,80.0,,,,,,,,,
United States of America,Displaced Haitians - January 2010 earthquake,,2014,,,,,,,,,,,Primary education provided or supported,"14,583.33","103,335.18","117,918.51",# of children enrolled in primary education,75.0,200.0,,
United States of America,Displaced Haitians - January 2010 earthquake,,2014,,,,,,,,,,,Secondary education provided or supported,"14,583.33","103,335.18","117,918.51",# of students enrolled in lower secondary education,40.0,100.0,,
United States of America,Displaced Haitians - January 2010 earthquake,,2014,,,,,,,,,,,Secondary education provided or supported,"14,583.33","103,335.18","117,918.51",# of students enrolled in upper secondary education,20.0,50.0,,
United States of America,Refugees and Asylum Seekers in Dominican Republic,Population has optimal access to education,2014,"90,428.58","293,987.34","384,415.92",% of primary school-aged children enrolled in primary education,91.0,91.0,100.0,,,100.0,,,,,,,,,
United States of America,Refugees and Asylum Seekers in Dominican Republic,,2014,,,,,,,,,,,Primary education provided or supported,"50,714.29","184,493.67","235,207.96",# of children enrolled in primary education,91.0,100.0,,
United States of America,Refugees and Asylum Seekers in Dominican Republic,,2014,,,,,,,,,,,Secondary education provided or supported,"39,714.29","109,493.67","149,207.96",# of students enrolled in lower secondary education,40.0,75.0,,
Venezuela,Refugees and asylum seekers,Population has optimal access to education,2014,"102,825.25","165,156.81","267,982.06",Extent persons of concern have access to national education systems,66.0,70.0,75.0,,,80.0,,,,,,,,,
Venezuela,Refugees and asylum seekers,,2014,,,,,,,,,,,Advocacy conducted,"68,550.16",0.00,"68,550.16",Strategy to promote admission of PoC to national education system established (yes/no),100.0,100.0,,
Venezuela,Refugees and asylum seekers,,2014,,,,,,,,,,,Involvement of key stakeholders promoted,"34,275.09","45,052.27","79,327.36",# of national authorities that have endorsed the UNHCR education strategy,6.0,10.0,,
Yemen,Refugees and Asylum Seekers in Yemen,Population has optimal access to education,2014,"2,357,704.67","789,349.25","3,147,053.92",% of children aged 3-5 yrs enrolled in early childhood education,24.0,30.0,40.0,,,80.0,,,,,,,,,
Yemen,Refugees and Asylum Seekers in Yemen,Population has optimal access to education,2014,"2,357,704.67","789,349.25","3,147,053.92",% of primary school-aged children enrolled in primary education,75.0,80.0,90.0,,,100.0,,,,,,,,,
Yemen,Refugees and Asylum Seekers in Yemen,Population has optimal access to education,2014,"2,357,704.67","789,349.25","3,147,053.92",% of secondary school-aged young people enrolled in secondary education,75.0,80.0,90.0,,,80.0,,,,,,,,,
Yemen,Refugees and Asylum Seekers in Yemen,,2014,,,,,,,,,,,Access to tertiary education provided or supported,"105,158.81","14,398.75","119,557.56",# of PoC enrolled in UNHCR supported tertiary education programmes,45.0,60.0,,
Yemen,Refugees and Asylum Seekers in Yemen,,2014,,,,,,,,,,,Capacity development supported,"75,159.81","4,399.75","79,559.56",# of teachers who received supplementary training,290.0,350.0,,
Yemen,Refugees and Asylum Seekers in Yemen,,2014,,,,,,,,,,,Early childhood education provided or supported,"369,229.81","211,337.75","580,567.56",# of children aged 3-5 enrolled in early childhood education,"1,350.0","2,300.0",,
Yemen,Refugees and Asylum Seekers in Yemen,,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","113,158.81","4,398.75","117,557.56",# of schools that have received support for maintenance,13.0,13.0,,
Yemen,Refugees and Asylum Seekers in Yemen,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"155,158.81","27,412.75","182,571.56",# of PoC enrolled in language classes,"2,800.0","3,000.0",,
Yemen,Refugees and Asylum Seekers in Yemen,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,"155,158.81","27,412.75","182,571.56",# of PoC enrolled in literacy classes,850.0,"1,700.0",,
Yemen,Refugees and Asylum Seekers in Yemen,,2014,,,,,,,,,,,Primary education provided or supported,"1,391,658.81","508,398.75","1,900,057.56",# of children enrolled in primary education,"10,500.0","14,500.0",,
Yemen,Refugees and Asylum Seekers in Yemen,,2014,,,,,,,,,,,Secondary education provided or supported,"148,179.81","19,002.75","167,182.56",# of students enrolled in upper secondary education,500.0,600.0,,
Zambia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"84,766.34","77,330.32","162,096.66",% of primary school-aged children enrolled in primary education,50.0,75.0,75.0,,,100.0,,,,,,,,,
Zambia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"84,766.34","77,330.32","162,096.66",% of secondary school-aged young people enrolled in secondary education,40.0,60.0,60.0,,,80.0,,,,,,,,,
Zambia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2014,"84,766.34","77,330.32","162,096.66",Extent persons of concern have access to national education systems,60.0,70.0,80.0,,,80.0,,,,,,,,,
Zambia,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Lifelong learning opportunities provided or supported,0.00,"7,881.58","7,881.58",# of education programmes with life skills initiatives,,,,
Zambia,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Primary education provided or supported,"44,802.20","37,522.88","82,325.08",# of children enrolled in primary education,,500.0,,
Zambia,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"39,964.14","31,925.86","71,890.00",# of students enrolled in lower secondary education,200.0,200.0,,
Zambia,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"39,964.14","31,925.86","71,890.00",# of students enrolled in upper secondary education,150.0,150.0,,
Zambia,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"39,964.14","31,925.86","71,890.00",% of lower secondary school graduates (successful completion of final grade),50.0,50.0,,
Zambia,Refugees and asylum seekers in urban areas,,2014,,,,,,,,,,,Secondary education provided or supported,"39,964.14","31,925.86","71,890.00",% of upper secondary school graduates (successful completion of final grade),50.0,50.0,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2014,"399,072.19","93,680.95","492,753.14",% of children aged 3-5 yrs enrolled in early childhood education,20.0,30.0,40.0,,,80.0,,,,,,,,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2014,"399,072.19","93,680.95","492,753.14",% of primary school-aged children enrolled in primary education,95.0,98.0,100.0,,,100.0,,,,,,,,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2014,"399,072.19","93,680.95","492,753.14",% of secondary school-aged young people enrolled in secondary education,45.0,50.0,55.0,,,80.0,,,,,,,,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2014,"399,072.19","93,680.95","492,753.14",% of teachers who are female,38.0,40.0,45.0,,,50.0,,,,,,,,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2014,"399,072.19","93,680.95","492,753.14",% of teachers with professional teaching qualifications,75.0,78.0,80.0,,,70.0,,,,,,,,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Access to tertiary education provided or supported,"31,067.72","32,470.76","63,538.48",# of PoC who receive tertiary education scholarships,40.0,50.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Early childhood education provided or supported,"55,672.76",0.00,"55,672.76",# of children aged 3-5 enrolled in early childhood education,350.0,350.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"28,455.79","34,336.44","62,792.23",# of children per teacher,30.0,30.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"28,455.79","34,336.44","62,792.23",# of teachers with professional teaching qualifications,158.0,158.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"28,455.79","34,336.44","62,792.23",% of female primary education teachers,30.0,35.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"28,455.79","34,336.44","62,792.23",% of primary school graduates (successful completion of final grade),90.0,94.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Measures to promote girls' education promoted,"54,859.32",0.00,"54,859.32",# of measures in place to facilitate women and girls' access to education,3.0,3.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Primary education provided or supported,"193,777.23",0.00,"193,777.23",# of children enrolled in primary education,"5,500.0","5,500.0",,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Secondary education provided or supported,"35,239.37","26,873.75","62,113.12",# of students enrolled in lower secondary education,"1,600.0","1,800.0",,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Secondary education provided or supported,"35,239.37","26,873.75","62,113.12",# of students enrolled in upper secondary education,180.0,200.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Secondary education provided or supported,"35,239.37","26,873.75","62,113.12",% of female secondary education teachers,28.0,30.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Secondary education provided or supported,"35,239.37","26,873.75","62,113.12",% of lower secondary school graduates (successful completion of final grade),70.0,75.0,,
Zambia,Refugees of various origins in camps,,2014,,,,,,,,,,,Secondary education provided or supported,"35,239.37","26,873.75","62,113.12",% of upper secondary school graduates (successful completion of final grade),,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2014,"539,094.94","117,656.44","656,751.38",% of children aged 3-5 yrs enrolled in early childhood education,15.0,,50.0,,,80.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2014,"539,094.94","117,656.44","656,751.38",% of primary school-aged children enrolled in primary education,80.0,,100.0,,,100.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2014,"539,094.94","117,656.44","656,751.38",% of secondary school-aged young people enrolled in secondary education,20.0,,50.0,,,80.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2014,"539,094.94","117,656.44","656,751.38",% of teachers who are female,50.0,,50.0,,,50.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2014,"539,094.94","117,656.44","656,751.38",% of teachers with professional teaching qualifications,51.0,,70.0,,,70.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2014,"539,094.94","117,656.44","656,751.38",Extent persons of concern have access to national education systems,80.0,,90.0,,,80.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Capacity development supported,"34,136.87",0.00,"34,136.87",# of teachers who received supplementary training,50.0,50.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Early childhood education provided or supported,"51,136.87",0.00,"51,136.87",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,50.0,50.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","81,136.87",0.00,"81,136.87",# of children per classroom (primary school),20.0,20.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","81,136.87",0.00,"81,136.87",# of educational facilities constructed or improved,2.0,2.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","81,136.87",0.00,"81,136.87",% of schools with safe access to separate latrines for boys and girls,100.0,100.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Involvement of key stakeholders promoted,"33,136.87",0.00,"33,136.87",# of months this calendar year during which UNHCR has had an active relationship with the Ministry of Education,2.0,2.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Involvement of key stakeholders promoted,"33,136.87",0.00,"33,136.87",% of schools with a functioning School Management Committee/Parent-Teacher Association,100.0,100.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Measures to promote girls' education promoted,"33,136.87",0.00,"33,136.87",# of measures in place to facilitate women and girls' access to education,1.0,1.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Primary education provided or supported,"115,568.43","33,164.11","148,732.54",# of children enrolled in primary education,,"1,300.0",,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Safe learning environments promoted,"34,136.87",0.00,"34,136.87",# of children with specific needs enrolled in school,18.0,18.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Safe learning environments promoted,"34,136.87",0.00,"34,136.87",% of schools with a policy to use positive discipline methods (non-corporal punishment),100.0,100.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Secondary education provided or supported,"95,568.43","43,164.11","138,732.54",# of students enrolled in lower secondary education,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Secondary education provided or supported,"95,568.43","43,164.11","138,732.54",# of students enrolled in upper secondary education,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Secondary education provided or supported,"95,568.43","43,164.11","138,732.54",% of female secondary education teachers,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Secondary education provided or supported,"95,568.43","43,164.11","138,732.54",% of upper secondary school graduates (successful completion of final grade),,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Sports/recreation programme provided or supported,"20,568.43","18,164.11","38,732.54",# of active youth clubs or committees,5.0,5.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2014,,,,,,,,,,,Sports/recreation programme provided or supported,"20,568.43","18,164.11","38,732.54",# of PoC participating in UNHCR supported school-based sports/recreation activities,100.0,100.0,,
