Operation,PPG,Objective,Planningyear,OLBudgetImpact,AOLBudgetImpact,CompBudgetImpact,ImpactIndicator,Baseline,TargetOL,TargetOP,MYR,YER,Standard,Output,OLBudgetPer,AOLBudgetPer,CompBudgetPer,PerformanceIndicator,TargetOLPer,TargetOPPer,MYRPer,YERPer
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),Population has optimal access to education,2015,"1,326,475.90","700,000.00","2,026,475.90",% of secondary school-aged young people enrolled in secondary education,50.0,60.0,70.0,,,80.0,,,,,,,,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2015,,,,,,,,,,,Access to tertiary education provided or supported,"310,662.65",0.00,"310,662.65",# of PoC who receive tertiary education scholarships,84.0,84.0,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2015,,,,,,,,,,,Capacity development supported,"213,162.65",0.00,"213,162.65",# of teachers who received supplementary training,100.0,300.0,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained",0.00,"700,000.00","700,000.00",# of educational facilities constructed or improved,,4.0,,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2015,,,,,,,,,,,Primary education provided or supported,"313,162.65",0.00,"313,162.65",# of PoC enrolled in accelerated learning programmes,"1,000.0","2,000.0",,
Syrian Arab Republic,Refugees and asylum seekers in Syria (excluding Palestinians in camps),,2015,,,,,,,,,,,Sectoral cash grants or vouchers provided,"476,325.30",0.00,"476,325.30",# of households receiving conditional cash grants or vouchers for education,"3,000.0","3,000.0",,
Tajikistan,Refugees and asylum seekers,Population has optimal access to education,2015,"51,155.02",0.00,"51,155.02",% of primary school-aged children enrolled in primary education,95.0,100.0,100.0,,,100.0,,,,,,,,,
Tajikistan,Refugees and asylum seekers,,2015,,,,,,,,,,,Primary education provided or supported,"51,155.02",0.00,"51,155.02",# of children enrolled in primary education,100.0,100.0,,
Tanzania,Refugees in camps and asylum-seekers,Population has optimal access to education,2015,"571,275.14","463,787.16","1,035,062.30",% of primary school-aged children enrolled in primary education,98.0,98.0,100.0,,,100.0,,,,,,,,,
Tanzania,Refugees in camps and asylum-seekers,Population has optimal access to education,2015,"571,275.14","463,787.16","1,035,062.30",% of secondary school-aged young people enrolled in secondary education,61.0,65.0,80.0,,,80.0,,,,,,,,,
Tanzania,Refugees in camps and asylum-seekers,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,0.00,"169,426.08","169,426.08",# of children per teacher,,40.0,,
Tanzania,Refugees in camps and asylum-seekers,,2015,,,,,,,,,,,Primary education provided or supported,"329,840.07","59,713.04","389,553.11",# of children enrolled in primary education,"20,000.0","20,000.0",,
Tanzania,Refugees in camps and asylum-seekers,,2015,,,,,,,,,,,Secondary education provided or supported,"241,435.07","234,648.04","476,083.11",# of students enrolled in lower secondary education,"6,000.0","10,000.0",,
Tanzania,Refugees in camps and asylum-seekers,,2015,,,,,,,,,,,Secondary education provided or supported,"241,435.07","234,648.04","476,083.11",# of students enrolled in upper secondary education,"3,000.0","4,000.0",,
Thailand,Myanmar refugees in border camps,Population has optimal access to education,2015,0.00,"213,672.62","213,672.62",% of persons of concern aged 15-59 who are literate (survey),0.0,,6.0,,,80.0,,,,,,,,,
Thailand,Myanmar refugees in border camps,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,0.00,"213,672.62","213,672.62",# of PoC enrolled in language classes,,"3,000.0",,
Thailand,Refugees and asylum seekers in urban areas in Thailand,Population has optimal access to education,2015,"351,278.32","107,586.56","458,864.88",% of primary school-aged children enrolled in primary education,38.0,50.0,70.0,,,100.0,,,,,,,,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,Population has optimal access to education,2015,"351,278.32","107,586.56","458,864.88",% of secondary school-aged young people enrolled in secondary education,13.0,15.0,20.0,,,80.0,,,,,,,,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,Population has optimal access to education,2015,"351,278.32","107,586.56","458,864.88",Extent persons of concern have access to national education systems,30.0,30.0,40.0,,,80.0,,,,,,,,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"231,241.44","69,195.52","300,436.96",# of education programmes with life skills initiatives,1.0,2.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2015,,,,,,,,,,,Primary education provided or supported,"81,018.44","29,195.52","110,213.96",# of children enrolled in primary education,435.0,600.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2015,,,,,,,,,,,Primary education provided or supported,"81,018.44","29,195.52","110,213.96",# of children enrolled in primary education in the correct grade for their age,300.0,400.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2015,,,,,,,,,,,Primary education provided or supported,"81,018.44","29,195.52","110,213.96",# of PoC enrolled in accelerated learning programmes,530.0,696.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2015,,,,,,,,,,,Secondary education provided or supported,"39,018.44","9,195.52","48,213.96",# of students enrolled in lower secondary education,40.0,55.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2015,,,,,,,,,,,Secondary education provided or supported,"39,018.44","9,195.52","48,213.96",# of students enrolled in lower secondary education in the correct grade for their age,30.0,40.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2015,,,,,,,,,,,Secondary education provided or supported,"39,018.44","9,195.52","48,213.96",# of students enrolled in upper secondary education,8.0,14.0,,
Thailand,Refugees and asylum seekers in urban areas in Thailand,,2015,,,,,,,,,,,Secondary education provided or supported,"39,018.44","9,195.52","48,213.96",# of students enrolled in upper secondary education in the correct grade for their age,4.0,8.0,,
Tunisia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"68,437.50","59,191.71","127,629.21",% of primary school-aged children enrolled in primary education,80.0,,100.0,,,100.0,,,,,,,,,
Tunisia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"68,437.50","59,191.71","127,629.21",# of children enrolled in primary education,,30.0,,
Turkey,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"362,597.83","1,273,699.23","1,636,297.06",% of primary school-aged children enrolled in primary education,60.0,65.0,70.0,,,100.0,,,,,,,,,
Turkey,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"362,597.83","1,273,699.23","1,636,297.06",Extent persons of concern have access to national education systems,60.0,70.0,80.0,,,80.0,,,,,,,,,
Turkey,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Advocacy conducted,0.00,"117,292.82","117,292.82",Strategy to promote admission of PoC to national education system established (yes/no),,100.0,,
Turkey,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"362,597.83","1,156,406.41","1,519,004.24",# of children enrolled in primary education,"5,698.0","6,512.0",,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",Population has optimal access to education,2015,"1,677,931.33","1,242,985.79","2,920,917.12",% of primary school-aged children enrolled in primary education,82.8,100.0,100.0,,,100.0,,,,,,,,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Early childhood education provided or supported,"90,377.15","113,887.97","204,265.12",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,20.0,30.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Involvement of key stakeholders promoted,"15,330.25","98,878.58","114,208.83",% of schools with a functioning School Management Committee/Parent-Teacher Association,100.0,100.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Involvement of key stakeholders promoted,"15,330.25","98,878.58","114,208.83",% of schools with a functioning student council (primary and secondary),100.0,100.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Measures to promote girls' education promoted,"15,330.25","98,878.58","114,208.83",# of measures in place to facilitate women and girls' access to education,5.0,10.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Measures to promote girls' education promoted,"15,330.25","98,878.58","114,208.83",# of measures in place to increase the number of female teachers with professional teaching qualifications,5.0,10.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Measures to promote girls' education promoted,"15,330.25","98,878.58","114,208.83",% of girls in grade 3 who transition to grade 4,90.0,100.0,,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Primary education provided or supported,"1,325,184.44","597,940.50","1,923,124.94",# of children enrolled in primary education,"34,535.0","36,838.0",,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Secondary education provided or supported,"231,709.24","333,400.16","565,109.40",# of students enrolled in lower secondary education,"2,631.0","2,807.0",,
Uganda,"Congolese, Rwandan, Somali, Burundian and other refugees",,2015,,,,,,,,,,,Secondary education provided or supported,"231,709.24","333,400.16","565,109.40",# of students enrolled in upper secondary education,"1,316.0","1,403.0",,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,Population has optimal access to education,2015,"66,566.21","76,680.84","143,247.05",% of primary school-aged children enrolled in primary education,84.7,85.0,100.0,,,100.0,,,,,,,,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2015,,,,,,,,,,,Early childhood education provided or supported,"15,271.85","8,321.66","23,593.51",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,10.0,15.0,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"51,294.36","68,359.18","119,653.54",# of children per teacher,55.0,45.0,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"51,294.36","68,359.18","119,653.54",# of teachers with professional teaching qualifications,116.0,150.0,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"51,294.36","68,359.18","119,653.54",% of primary school graduates (successful completion of final grade),30.0,75.0,,
Uganda,Refugees and Asylum Seekers from South Sudan and Sudan,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"51,294.36","68,359.18","119,653.54",% of schools with a textbook ratio for students within national norms and at a maximum 3:1,10.0,50.0,,
Uganda,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"143,152.55","349,091.62","492,244.17",% of primary school-aged children enrolled in primary education,81.6,81.6,90.0,,,100.0,,,,,,,,,
Uganda,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"143,152.55","349,091.62","492,244.17",Extent persons of concern have access to national education systems,78.0,81.0,89.0,,,80.0,,,,,,,,,
Uganda,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Early childhood education provided or supported,"4,400.02","10,308.89","14,708.91",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,25.0,50.0,,
Uganda,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,0.00,"20,617.75","20,617.75",% of primary school graduates (successful completion of final grade),,85.0,,
Uganda,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"129,952.49","147,547.20","277,499.69",# of children enrolled in primary education,"7,211.0","7,948.0",,
Uganda,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"129,952.49","147,547.20","277,499.69",# of children enrolled in primary education in the correct grade for their age,"5,408.0","5,961.0",,
Uganda,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"4,400.02","160,308.89","164,708.91",# of students enrolled in lower secondary education,100.0,200.0,,
Uganda,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Use of technology in education service provision expanded,"4,400.02","10,308.89","14,708.91",# of schools that have received support for technology maintenance,10.0,85.0,,
United States of America,Displaced Haitians - January 2010 earthquake,Population has optimal access to education,2015,"12,500.00","206,670.36","219,170.36",Extent persons of concern have access to national education systems,15.0,20.0,35.0,,,80.0,,,,,,,,,
United States of America,Displaced Haitians - January 2010 earthquake,,2015,,,,,,,,,,,Primary education provided or supported,"6,250.00","103,335.18","109,585.18",# of children enrolled in primary education,75.0,200.0,,
United States of America,Displaced Haitians - January 2010 earthquake,,2015,,,,,,,,,,,Secondary education provided or supported,"6,250.00","103,335.18","109,585.18",# of students enrolled in lower secondary education,40.0,100.0,,
United States of America,Displaced Haitians - January 2010 earthquake,,2015,,,,,,,,,,,Secondary education provided or supported,"6,250.00","103,335.18","109,585.18",# of students enrolled in upper secondary education,20.0,50.0,,
United States of America,Refugees and Asylum Seekers in Dominican Republic,Population has optimal access to education,2015,"52,333.34","293,987.34","346,320.68",% of primary school-aged children enrolled in primary education,91.0,91.0,100.0,,,100.0,,,,,,,,,
United States of America,Refugees and Asylum Seekers in Dominican Republic,,2015,,,,,,,,,,,Primary education provided or supported,"31,666.67","184,493.67","216,160.34",# of children enrolled in primary education,91.0,100.0,,
United States of America,Refugees and Asylum Seekers in Dominican Republic,,2015,,,,,,,,,,,Secondary education provided or supported,"20,666.67","109,493.67","130,160.34",# of students enrolled in lower secondary education,40.0,75.0,,
Venezuela,Refugees and asylum seekers,Population has optimal access to education,2015,"25,714.29","165,156.81","190,871.10",Extent persons of concern have access to national education systems,66.0,70.0,75.0,,,80.0,,,,,,,,,
Venezuela,Refugees and asylum seekers,,2015,,,,,,,,,,,Advocacy conducted,"17,142.86",0.00,"17,142.86",Strategy to promote admission of PoC to national education system established (yes/no),100.0,100.0,,
Venezuela,Refugees and asylum seekers,,2015,,,,,,,,,,,Involvement of key stakeholders promoted,"8,571.43","45,052.27","53,623.70",# of national authorities that have endorsed the UNHCR education strategy,6.0,10.0,,
Yemen,Refugees and Asylum Seekers in Yemen,Population has optimal access to education,2015,"1,973,515.06","789,349.25","2,762,864.31",% of children aged 3-5 yrs enrolled in early childhood education,24.0,30.0,40.0,,,80.0,,,,,,,,,
Yemen,Refugees and Asylum Seekers in Yemen,Population has optimal access to education,2015,"1,973,515.06","789,349.25","2,762,864.31",% of primary school-aged children enrolled in primary education,75.0,80.0,90.0,,,100.0,,,,,,,,,
Yemen,Refugees and Asylum Seekers in Yemen,Population has optimal access to education,2015,"1,973,515.06","789,349.25","2,762,864.31",% of secondary school-aged young people enrolled in secondary education,75.0,80.0,90.0,,,80.0,,,,,,,,,
Yemen,Refugees and Asylum Seekers in Yemen,,2015,,,,,,,,,,,Access to tertiary education provided or supported,"50,274.58","14,398.75","64,673.33",# of PoC enrolled in UNHCR supported tertiary education programmes,45.0,60.0,,
Yemen,Refugees and Asylum Seekers in Yemen,,2015,,,,,,,,,,,Capacity development supported,"20,275.58","4,399.75","24,675.33",# of teachers who received supplementary training,290.0,350.0,,
Yemen,Refugees and Asylum Seekers in Yemen,,2015,,,,,,,,,,,Early childhood education provided or supported,"314,345.58","211,337.75","525,683.33",# of children aged 3-5 enrolled in early childhood education,"1,350.0","2,300.0",,
Yemen,Refugees and Asylum Seekers in Yemen,,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","58,274.58","4,398.75","62,673.33",# of schools that have received support for maintenance,13.0,13.0,,
Yemen,Refugees and Asylum Seekers in Yemen,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"100,274.58","27,412.75","127,687.33",# of PoC enrolled in language classes,"2,800.0","3,000.0",,
Yemen,Refugees and Asylum Seekers in Yemen,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,"100,274.58","27,412.75","127,687.33",# of PoC enrolled in literacy classes,850.0,"1,700.0",,
Yemen,Refugees and Asylum Seekers in Yemen,,2015,,,,,,,,,,,Primary education provided or supported,"1,336,774.58","508,398.75","1,845,173.33",# of children enrolled in primary education,"10,500.0","14,500.0",,
Yemen,Refugees and Asylum Seekers in Yemen,,2015,,,,,,,,,,,Secondary education provided or supported,"93,295.58","19,002.75","112,298.33",# of students enrolled in upper secondary education,500.0,600.0,,
Zambia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"71,236.36","77,330.32","148,566.68",% of primary school-aged children enrolled in primary education,50.0,75.0,75.0,,,100.0,,,,,,,,,
Zambia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"71,236.36","77,330.32","148,566.68",% of secondary school-aged young people enrolled in secondary education,40.0,60.0,60.0,,,80.0,,,,,,,,,
Zambia,Refugees and asylum seekers in urban areas,Population has optimal access to education,2015,"71,236.36","77,330.32","148,566.68",Extent persons of concern have access to national education systems,60.0,70.0,80.0,,,80.0,,,,,,,,,
Zambia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Lifelong learning opportunities provided or supported,0.00,"7,881.58","7,881.58",# of education programmes with life skills initiatives,,,,
Zambia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Primary education provided or supported,"38,037.21","37,522.88","75,560.09",# of children enrolled in primary education,,500.0,,
Zambia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"33,199.15","31,925.86","65,125.01",# of students enrolled in lower secondary education,200.0,200.0,,
Zambia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"33,199.15","31,925.86","65,125.01",# of students enrolled in upper secondary education,150.0,150.0,,
Zambia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"33,199.15","31,925.86","65,125.01",% of lower secondary school graduates (successful completion of final grade),50.0,50.0,,
Zambia,Refugees and asylum seekers in urban areas,,2015,,,,,,,,,,,Secondary education provided or supported,"33,199.15","31,925.86","65,125.01",% of upper secondary school graduates (successful completion of final grade),50.0,50.0,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2015,"227,016.34","93,680.95","320,697.29",% of children aged 3-5 yrs enrolled in early childhood education,20.0,30.0,40.0,,,80.0,,,,,,,,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2015,"227,016.34","93,680.95","320,697.29",% of primary school-aged children enrolled in primary education,95.0,98.0,100.0,,,100.0,,,,,,,,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2015,"227,016.34","93,680.95","320,697.29",% of secondary school-aged young people enrolled in secondary education,45.0,50.0,55.0,,,80.0,,,,,,,,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2015,"227,016.34","93,680.95","320,697.29",% of teachers who are female,38.0,40.0,45.0,,,50.0,,,,,,,,,
Zambia,Refugees of various origins in camps,Population has optimal access to education,2015,"227,016.34","93,680.95","320,697.29",% of teachers with professional teaching qualifications,75.0,78.0,80.0,,,70.0,,,,,,,,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Access to tertiary education provided or supported,"11,950.40","32,470.76","44,421.16",# of PoC who receive tertiary education scholarships,40.0,50.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Early childhood education provided or supported,"17,438.13",0.00,"17,438.13",# of children aged 3-5 enrolled in early childhood education,350.0,350.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"9,338.47","34,336.44","43,674.91",# of children per teacher,30.0,30.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"9,338.47","34,336.44","43,674.91",# of teachers with professional teaching qualifications,158.0,158.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"9,338.47","34,336.44","43,674.91",% of female primary education teachers,30.0,35.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Measures to improve primary education quality and learning achievement implemented,"9,338.47","34,336.44","43,674.91",% of primary school graduates (successful completion of final grade),90.0,94.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Measures to promote girls' education promoted,"16,624.69",0.00,"16,624.69",# of measures in place to facilitate women and girls' access to education,3.0,3.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Primary education provided or supported,"155,542.60",0.00,"155,542.60",# of children enrolled in primary education,"5,500.0","5,500.0",,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Secondary education provided or supported,"16,122.05","26,873.75","42,995.80",# of students enrolled in lower secondary education,"1,600.0","1,800.0",,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Secondary education provided or supported,"16,122.05","26,873.75","42,995.80",# of students enrolled in upper secondary education,180.0,200.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Secondary education provided or supported,"16,122.05","26,873.75","42,995.80",% of female secondary education teachers,28.0,30.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Secondary education provided or supported,"16,122.05","26,873.75","42,995.80",% of lower secondary school graduates (successful completion of final grade),70.0,75.0,,
Zambia,Refugees of various origins in camps,,2015,,,,,,,,,,,Secondary education provided or supported,"16,122.05","26,873.75","42,995.80",% of upper secondary school graduates (successful completion of final grade),,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2015,"345,813.92","117,656.44","463,470.36",% of children aged 3-5 yrs enrolled in early childhood education,15.0,,50.0,,,80.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2015,"345,813.92","117,656.44","463,470.36",% of primary school-aged children enrolled in primary education,80.0,,100.0,,,100.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2015,"345,813.92","117,656.44","463,470.36",% of secondary school-aged young people enrolled in secondary education,20.0,,50.0,,,80.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2015,"345,813.92","117,656.44","463,470.36",% of teachers who are female,50.0,,50.0,,,50.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2015,"345,813.92","117,656.44","463,470.36",% of teachers with professional teaching qualifications,51.0,,70.0,,,70.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",Population has optimal access to education,2015,"345,813.92","117,656.44","463,470.36",Extent persons of concern have access to national education systems,80.0,,90.0,,,80.0,,,,,,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Capacity development supported,"9,976.74",0.00,"9,976.74",# of teachers who received supplementary training,50.0,50.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Early childhood education provided or supported,"26,976.74",0.00,"26,976.74",% of children aged 3-5 enrolled in early childhood education who are not registered PoC,50.0,50.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","56,976.74",0.00,"56,976.74",# of children per classroom (primary school),20.0,20.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","56,976.74",0.00,"56,976.74",# of educational facilities constructed or improved,2.0,2.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,"Educational infrastructure constructed, improved or maintained","56,976.74",0.00,"56,976.74",% of schools with safe access to separate latrines for boys and girls,100.0,100.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Involvement of key stakeholders promoted,"8,976.74",0.00,"8,976.74",# of months this calendar year during which UNHCR has had an active relationship with the Ministry of Education,2.0,2.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Involvement of key stakeholders promoted,"8,976.74",0.00,"8,976.74",% of schools with a functioning School Management Committee/Parent-Teacher Association,100.0,100.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Measures to promote girls' education promoted,"8,976.74",0.00,"8,976.74",# of measures in place to facilitate women and girls' access to education,1.0,1.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Primary education provided or supported,"103,488.37","33,164.11","136,652.48",# of children enrolled in primary education,,"1,300.0",,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Safe learning environments promoted,"9,976.74",0.00,"9,976.74",# of children with specific needs enrolled in school,18.0,18.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Safe learning environments promoted,"9,976.74",0.00,"9,976.74",% of schools with a policy to use positive discipline methods (non-corporal punishment),100.0,100.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Secondary education provided or supported,"83,488.37","43,164.11","126,652.48",# of students enrolled in lower secondary education,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Secondary education provided or supported,"83,488.37","43,164.11","126,652.48",# of students enrolled in upper secondary education,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Secondary education provided or supported,"83,488.37","43,164.11","126,652.48",% of female secondary education teachers,,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Secondary education provided or supported,"83,488.37","43,164.11","126,652.48",% of upper secondary school graduates (successful completion of final grade),,,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Sports/recreation programme provided or supported,"8,488.37","18,164.11","26,652.48",# of active youth clubs or committees,5.0,5.0,,
Zimbabwe,"Refugees and asylum seekers from DRC, Rwanda, Burundi and elsewhere",,2015,,,,,,,,,,,Sports/recreation programme provided or supported,"8,488.37","18,164.11","26,652.48",# of PoC participating in UNHCR supported school-based sports/recreation activities,100.0,100.0,,
